Line,No,East,North,Elevation,Progress,Crew,Remark,Date,Type
R33,5112,303451.9,9582976,0,,,,,
R33,5113,303451.9,9582986,0,,,,,
R33,5114,303451.9,9582996,0,,,,,
R33,5115,303451.9,9583006,0,,,,,
R33,5116,303451.9,9583016,0,,,,,
R33,5117,303451.9,9583026,0,,,,,
R33,5118,303451.9,9583036,0,,,,,
R33,5119,303451.9,9583046,0,,,,,
R33,5120,303451.9,9583056,0,,,,,
R33,5121,303451.9,9583066,0,,,,,
R33,5122,303451.9,9583076,0,,,,,
R33,5123,303451.9,9583086,0,,,,,
R33,5124,303451.9,9583096,0,,,,,
R33,5125,303451.9,9583106,0,,,,,
R33,5126,303451.9,9583116,0,,,,,
R33,5127,303451.9,9583126,0,,,,,
R33,5128,303451.9,9583136,0,,,,,
R33,5129,303451.9,9583146,0,,,,,
R33,5130,303451.9,9583156,0,,,,,
R33,5131,303451.9,9583166,0,,,,,
R33,5132,303451.9,9583176,0,,,,,
R33,5133,303451.9,9583186,0,,,,,
R33,5134,303451.9,9583196,0,,,,,
